ALABAMA         EAST                   1                    NAD27       101
   0.6378206400000000D+07   0.6768657997291094D-02  -0.8550000000000000D+06
   0.9999600000000000D+00   0.0000000000000000D+00   0.0000000000000000D+00
   0.3030000000000000D+06   0.1524003048006096D+06   0.0000000000000000D+00
ALABAMA         WEST                   1                    NAD27       102
   0.6378206400000000D+07   0.6768657997291094D-02  -0.8730000000000000D+06
   0.9999333333333333D+00   0.0000000000000000D+00   0.0000000000000000D+00
   0.3000000000000000D+06   0.1524003048006096D+06   0.0000000000000000D+00
ALASKA          ZONE NO. 10            2                    NAD27      5010
   0.6378206400000000D+07   0.6768657997291094D-02  -0.1760000000000000D+07
   0.1000000000000000D+01   0.5350000000000000D+06   0.5150000000000000D+06
   0.5100000000000000D+06   0.9144018288036576D+06   0.0000000000000000D+00
AMERICAN SAMOA                         2                    NAD27      5300
   0.6378206400000000D+07   0.6768657997291094D-02  -0.1700000000000000D+07
   0.1000000000000000D+01  -0.1416000000000000D+06  -0.1416000000000000D+06
  -0.1416000000000000D+06   0.1524003048006096D+06   0.9516931165862332D+05
ARIZONA         EAST                   1                    NAD27       201
   0.6378206400000000D+07   0.6768657997291094D-02  -0.1101000000000000D+07
   0.9999000000000000D+00   0.0000000000000000D+00   0.0000000000000000D+00
   0.3100000000000000D+06   0.1524003048006096D+06   0.0000000000000000D+00
ARIZONA         CENTRAL                1                    NAD27       202
   0.6378206400000000D+07   0.6768657997291094D-02  -0.1115500000000000D+07
   0.9999000000000000D+00   0.0000000000000000D+00   0.0000000000000000D+00
   0.3100000000000000D+06   0.1524003048006096D+06   0.0000000000000000D+00
ARIZONA         WEST                   1                    NAD27       203
   0.6378206400000000D+07   0.6768657997291094D-02  -0.1134500000000000D+07
   0.9999333333333333D+00   0.0000000000000000D+00   0.0000000000000000D+00
   0.3100000000000000D+06   0.1524003048006096D+06   0.0000000000000000D+00
ARKANSAS        NORTH                  2                    NAD27       301
   0.6378206400000000D+07   0.6768657997291094D-02  -0.9200000000000000D+06
   0.1000000000000000D+01   0.3614000000000000D+06   0.3456000000000000D+06
   0.3420000000000000D+06   0.6096012192024384D+06   0.0000000000000000D+00
ARKANSAS        SOUTH                  2                    NAD27       302
   0.6378206400000000D+07   0.6768657997291094D-02  -0.9200000000000000D+06
   0.1000000000000000D+01   0.3446000000000000D+06   0.3318000000000000D+06
   0.3240000000000000D+06   0.6096012192024384D+06   0.0000000000000000D+00
CALIFORNIA      I                      2                    NAD27       401
   0.6378206400000000D+07   0.6768657997291094D-02  -0.1220000000000000D+07
   0.1000000000000000D+01   0.4140000000000000D+06   0.4000000000000000D+06
   0.3920000000000000D+06   0.6096012192024384D+06   0.0000000000000000D+00
CALIFORNIA      II                     2                    NAD27       402
   0.6378206400000000D+07   0.6768657997291094D-02  -0.1220000000000000D+07
   0.1000000000000000D+01   0.3950000000000000D+06   0.3820000000000000D+06
   0.3740000000000000D+06   0.6096012192024384D+06   0.0000000000000000D+00
CALIFORNIA      III                    2                    NAD27       403
   0.6378206400000000D+07   0.6768657997291094D-02  -0.1203000000000000D+07
   0.1000000000000000D+01   0.3826000000000000D+06   0.3704000000000000D+06
   0.3630000000000000D+06   0.6096012192024384D+06   0.0000000000000000D+00
CALIFORNIA      IV                     2                    NAD27       404
   0.6378206400000000D+07   0.6768657997291094D-02  -0.1190000000000000D+07
   0.1000000000000000D+01   0.3715000000000000D+06   0.3600000000000000D+06
   0.3520000000000000D+06   0.6096012192024384D+06   0.0000000000000000D+00
CALIFORNIA      V                      2                    NAD27       405
   0.6378206400000000D+07   0.6768657997291094D-02  -0.1180000000000000D+07
   0.1000000000000000D+01   0.3528000000000000D+06   0.3402000000000000D+06
   0.3330000000000000D+06   0.6096012192024384D+06   0.0000000000000000D+00
CALIFORNIA      VI                     2                    NAD27       406
   0.6378206400000000D+07   0.6768657997291094D-02  -0.1161500000000000D+07
   0.1000000000000000D+01   0.3353000000000000D+06   0.3247000000000000D+06
   0.3210000000000000D+06   0.6096012192024384D+06   0.0000000000000000D+00
CALIFORNIA      VII                    2                    NAD27       407
   0.6378206400000000D+07   0.6768657997291094D-02  -0.1182000000000000D+07
   0.1000000000000000D+01   0.3425000000000000D+06   0.3352000000000000D+06
   0.3408000000000000D+06   0.1276106450596901D+07   0.1268253006858014D+07
COLORADO        NORTH                  2                    NAD27       501
   0.6378206400000000D+07   0.6768657997291094D-02  -0.1053000000000000D+07
   0.1000000000000000D+01   0.4047000000000000D+06   0.3943000000000000D+06
   0.3920000000000000D+06   0.6096012192024384D+06   0.0000000000000000D+00
COLORADO        CENTRAL                2                    NAD27       502
   0.6378206400000000D+07   0.6768657997291094D-02  -0.1053000000000000D+07
